sku,name,description,price,terms,section,image_downloads
330687928-800-1,WIND PROTECTION FAUX LEATHER CROPPED PUFFER ANORAK,Anorak with thermal insulation to maintain warmth up in temperatures down to -20ºC (-4ºF). High collar with adjustable drawstring hood and long sleeves with interior cuffs. Front welt pockets with polar fleece lining. Adjustable hem with side elastics. Front zip closure.,49.99,jackets,WOMAN,"['92a4730f-c145-4122-b845-94672ca7c27e', 'ae32aa4b-3353-4dfc-abf7-1612c0159278', '3d4a14f2-cc96-4337-a9da-2a97b94edeb7', 'ba073dfd-c646-4fcf-8432-b04a38858a83', 'db998c1c-c071-47ea-889e-03d7a375896a', '040a174f-31cd-4949-9cad-e2c814664e88', 'c2948891-31db-4041-9cdc-14f52d417d8e', '7515af42-4948-429a-ad6f-fe01e3cd3043']"
311292113-526-1,WIND PROTECTION RUBBERIZED ANORAK,Quilted anorak with thermal insulation tested in laboratories to withstand temperatures between 23°F and -4°F (-5º and -20ºC). High collar and hood. Long sleeves with neoprene effect interior cuffs. Front pockets with hidden in-seam zippers and interior pocket. Adjustable elastic drawcord hem with toggle. Front heat-sealed zip closure.,49.99,jackets,WOMAN,"['4d26abb2-f2e6-4cb8-b4c4-af16145bcd3a', '54744095-0305-44be-b702-f4d9e2fbc822', '6684f217-0696-4f78-96de-7602bd613813', '0dfe3000-7ed1-4461-8e83-3274eccdd6e2', 'c3424e49-2612-4b3b-a35a-74906f11c54c', '592d84c1-4b31-467f-abad-59ccb8b91040', 'be7f82ae-21ee-4bf2-b1ce-ff97abc7dd1b', 'efef0584-5600-4e6d-a201-f82ba4e96dd8', '42ea5093-857c-4514-9e76-db6df50aa6eb', '132c1495-67c7-460f-a389-1278918406ad', 'ac6d63ab-df00-4938-a4a0-5318a5602406']"
280503835-800-2,SOFT BOMBER WITH STOPPERS,Bomber with tonal ribbed elastic round neck. Long sleeves with pleated cuff and dropped shoulder. Adjustable elastic drawcord hem with toggles. Front welt pockets. Front metal zip closure.,22.99,jackets,WOMAN,"['a17c7e94-6e7c-43e9-a787-4bf8e9bd62ec', '931bf0cc-9802-4146-b83f-aa1a34d20390', 'd8b2e56b-373e-414f-aaa3-de308e260f76', '205728f5-20da-4983-b37c-71a9d27df885', 'ebd8b2e9-7528-4463-840f-c78e4ee5924c', 'dd20cac0-a2a7-4cc7-9678-a9fa3a87394d', 'edcd6217-fdf9-48a3-819f-3bfc4ff8d75d', 'bcbfa773-8008-40c1-9c50-b0201c597a0a', 'f186bc68-9452-4375-a639-0a5da8c3bd03', 'c5ac9fbe-f9c5-4630-bde0-d88547ae77c5']"
323977036-505-1,RUBBERIZED OPENWORK EMBROIDERY DRESS,"Short dress with round collar, V-neckline, elbow-length sleeves, and elastic cuffs. Embroidered eyelet detail with rubberized fabric. Front button closure with tonal belt.",49.9,dresses,WOMAN,"['2ce84b79-8b9e-4b06-869a-7d9c560e1ae6', '5cf48eeb-d722-4caa-a47a-6d60fc9a5b39', '45978f0c-6f9b-4027-b941-f9d1669e024b', '8c0b9cb0-2c10-400e-b0cb-d1038043b395', '463b3393-c643-479b-bf39-83d757270ae2']"
315529549-427-1,Z1975 DENIM MIDI DRESS,Dress with lapel collar and long sleeves. Front and back patch pockets. Washed effect. Front metal button closure.,69.9,dresses,WOMAN,"['f6e3475f-61ad-4396-8307-3c16b6d44328', 'f1772242-972c-4bbc-8634-4d7c53f9227e', '74a580ba-da50-4161-bf56-4371a953f776', 'd2f25067-8f39-46cc-8ad1-04bdd21b5ce7', 'ead5dbeb-4b93-4ba3-885b-af6545c8afce', '1a2d8631-5e2e-4cb4-84f6-935305561f4f', 'd64260ba-7c86-4105-8b69-1032dcd51517', '9cd87f27-6378-4445-8c93-12d4f0c8451d']"
311297384-505-1,BELTED SHIRTDRESS ZW COLLECTION,"ZARA WOMAN COLLECTION

Midi dress made of wrinkled effect fabric. Sleeveless design with V-neckline and cuffed armscyes. Side hidden in-seam pockets. Belt with self lined buckle. Pleats at waist. Front button closure.

The fabrics with innovative textures take center stage in this midi dress made with wrinkled effect fabric. Minimalist designed garment.",129.0,dresses,WOMAN,"['6655e03c-b74e-4c50-b096-08033c42168c', '1ca63626-745f-499f-a99b-57ad3eb09259', 'e6ba46fc-847e-4b0b-82c3-f90cee7e5c78', '8e8361fc-efc9-483a-8c11-6bbd32eee089', '7cd638e6-9891-4633-9f0f-ac30b024a4c0', '574f7a8d-5fcf-4753-946c-08567f74c05b', 'd0ae7ee3-b4c0-4dec-9f7a-02bdd1a719d1', '25981058-ffc2-4468-a70b-87bff2265fd2', '282439d0-b023-4984-af53-d9adf9a7d83e', '4273f8fa-ca63-455a-99d8-589d680b2ff4']"
321148311-800-2,STRETCH KNIT MIDI DRESS,Fitted knit fabric midi dress with asymmetric neckline and wide straps.,47.9,dresses,WOMAN,"['46d48a98-2ab7-4d7d-a6a1-15c62acbe480', '7f929c2c-65d5-4373-9acb-2acb34be41e7', 'c4f3788e-fe8a-4a12-91ab-d65029e82bd8', 'a89560d0-510c-4a14-bb58-fe2c2e59c712', '412c2637-2428-4114-aafb-e9758de8539e', '3f8bff97-ef6c-4697-8292-dff6d4936c0c', 'a198ef52-908f-46f3-8837-9d6c5da930c4']"
323185005-121-1,RUFFLED PRINTED TULLE DRESS,Sleeveless midi dress with round neck and ruffle detail. Draped fabric at sides. Matching interior lining. Side hidden in-seam zip closure.,59.9,dresses,WOMAN,"['0b2415d5-7639-4d7b-bef2-154f9100de38', 'dbe847f3-b7da-4629-bfd7-a5ad234d5a7e', '6483e0fc-9246-4a60-ab44-7388885cce5b', 'c0389a1a-dff5-4215-8be8-1fbf9e2f4c0a', 'b2752d3f-3b55-4b62-9aef-38f4a12efdfb', 'e9abc322-7719-401c-83b2-2fdd755f9c60', '361ed4a8-84f1-4f9c-bdc1-1b59d9666fe2', '8243ec66-42bb-47c7-adcc-116a68b4814f', '3b470ba0-a63d-4c1a-8e19-737ad3839d83']"
323658014-712-2,PEARL TRIM KNIT MINI DRESS,Round neck sleeveless dress. Metallic thread detail and pearl appliqués. A-line silhouette.,59.9,dresses,WOMAN,"['24facdbb-84a1-433b-a724-5492e6818424', '12408ecf-3882-4cce-a090-abb4f4318361', '6cfac4fd-64d6-464e-88c4-eb5d2b996fe6', 'a31d550e-8efa-4f0f-98ca-f7c3ec3c83c8', 'a5786fb7-0b4b-4f4f-98ba-2a8f47e5b287', 'e333f019-20f3-4156-ad92-0ab509c26ef5', 'a966c92b-e411-48c0-b445-e1e3ab83f868']"
315515922-406-1,Z1975 DENIM MINI DRESS,Mini dress with lapel collar and long sleeves. Front and back pockets. Washed effect. Front metal button closure.,49.9,dresses,WOMAN,"['9ed8199f-f38a-4ed4-85e3-03bf18eaea1c', '0050f64a-f4e5-4fec-a63b-ced73a6611da', '16efc953-4793-4583-b0d2-9883675eeda6', '9c2e772e-ec7b-452a-ba4e-df92a247ba4f', '243be948-2fcd-4c65-a2b6-6534634f045e', '98be22f5-b429-49a8-b6f8-3c7c24b27034', '1ba43890-57d7-4687-87e5-3d0dbb57603c']"
315641565-800-1,TAILORED ASYMMETRIC NECKLINE DRESS,Tailored midi dress made with cotton blend fabric. Asymmetric high collar and long sleeves.,35.9,dresses,WOMAN,"['d775d37d-c181-44b8-8fbb-02ac272d5112', '93cd3a8c-820d-42b0-948c-5b04a5c9c3ee', 'e12e24ac-aa7f-4784-8a1b-78508a365bb0', 'a68d955c-9e1b-458b-86be-b8db4f47820f', '9da2eb28-c022-437f-9ff5-151bb079b2b4']"
332553541-330-1,PATCHWORK PRINT DRESS,Dress with ruffled round collar and drawcord. V-neckline and long sleeves. Gathered waist with back elastic. Interior lining.,69.9,dresses,WOMAN,"['da872dec-c5bf-49e6-bb5d-5d62f16a7756', '0f812b1f-5a8a-405e-af1b-86dc65113f6c', '5c40c5a9-4cb8-4dd0-8baf-5f6d49bcd4f4', '63d248bb-8bc1-4f26-8e66-a5cf47bfcfd5', '12c7b400-97bd-48a2-9b35-2e1253bdc212', '5a97efcb-3050-4bab-913e-5ef1a2a6c166', '8f7b8916-e4bc-4b37-aef1-edb8f481a50d']"
326488037-427-1,ZW COLLECTION DENIM DRESS,"ZARA WOMAN COLLECTION

Long dress with lapel collar and short sleeves. Adjustable self-belt with metal buckle. Washed effect. Front button closure.",129.0,dresses,WOMAN,"['824f4fc9-c7e8-45d0-b892-fb33714334ae', 'fdc0e456-c198-4003-8ee1-7febc069044b', 'c67ef3ec-e6e3-4fdc-ba60-83ce8d17ed33', '2c849a2c-8368-4678-931b-9781cd38acba', '8ac07221-de13-40d0-87fc-b0fdff34442b', '89a6d594-bb65-4db1-aa6a-51dad7903224', '0e421ab6-6798-4c2e-a304-b9a4d577b9ea', 'a20bbd46-5fd9-49e8-b182-135d64ec1f14', '106a3dcf-aa63-47a7-8669-2e2b4003e82f', 'a0e245f9-0ed4-47bc-a207-42acbd282d43']"
337839663-800-1,FITTED MIDI DRESS,Midi dress with round neckline and straps. Back slit. Tonal interior lining. Back hidden in-seam zip closure.,49.9,dresses,WOMAN,"['f803136b-6e27-4f40-9dd5-58b009a56535', 'a85cdea0-9844-4a57-a48d-542203593a14', '1cfd2ff3-3ea4-489f-8040-e7c16a7cfe36', '954596af-170d-4a43-ba9b-989363d6028b', 'fba7ff73-65d5-4502-9795-6cc6750e515d', '55c4c987-7592-4feb-ab67-ef3ef66fd5dd', '65bfec1a-44fb-4ab2-8825-032defd0d318', '4683fb8a-62fd-4ec4-b6d5-4893b9c9c135']"
334874014-800-1,CUT OUT CREPE MINI DRESS,Round neck dress with long sleeves with shoulder pads. Opening details at chest and waist. Back metal zip closure.,69.9,dresses,WOMAN,"['ed9fa3e8-62ce-413b-a7c9-7eae29550735', '5a76a4f2-6b0a-466b-b9e4-6c5d9547a095', '13905875-cb3c-4870-bc38-5da47e267428', '3d12a83e-a9a0-4ad7-9069-d7763a19fcc8', '405331e1-a60d-4857-9c84-ae83fc02df3e']"
334257516-802-1,SHORT PLEATED DRESS,Mini dress with shirt collar and short sleeves. Front false welt pockets. Box pleats at hem. Front hidden in-seam zip closure.,49.9,dresses,WOMAN,"['4e0f23fe-0ce1-4f68-b030-184abeab76a7', '3d199b4e-687a-4bce-b0f1-0b9f21c8f268', 'c5b7a3a8-c12c-499e-8622-6063bd275b9a', '2055c179-756d-437d-a9ff-a278748b584b', '2746b152-e9ae-464d-8d2b-cc38449aa929', '4ebbf792-c853-4dd8-ae15-d5425d33b695', 'c4826f09-0c72-485a-99db-20a5a2575e8d', 'a3b0473c-29f4-4c4d-97ea-f26ba7f8379a', 'ba2a0744-386d-419a-a65f-e307e8e9c145', '9dd9d041-8044-4be0-b4f7-5fa311e2ca5c']"
320690611-251-1,FAUX SUEDE JEWEL DRESS,Round neck mini dress with short sleeves. Jewel appliqué detail. Unfinished trim.,39.9,dresses,WOMAN,"['79e614d4-d25e-40d0-b937-0c2a40d89de7', '2a25eee7-4af0-4f81-80e0-4d8f8a34040e', '2d63b8c3-e1f6-4eaa-8583-69167915240e', 'ddacf6cc-ecc1-4351-8409-7dffddb7ab0b', 'fe11e40c-4ae1-4da4-b51e-a9445d94cc49', '763cf8a3-fc87-4136-b30d-d1ff74f49a48', '056058b8-9423-4cc5-99b3-0d2e536bfdcc']"
322922950-500-1,BELTED WAXED DRESS,Mini dress made of waxed fabric. Round neckline. Belts with metal buckles. Back hidden in-seam zip closure.,59.9,dresses,WOMAN,"['81418d7e-8e5f-45d9-8e7b-28fd963fa5ca', '1027ecec-e8cc-440e-8dda-6643c5200041', '24f93670-8e20-42dd-9d55-0038bd13731c', 'd575f5ae-f3ba-410f-a402-38678885160a', '363724f1-38ae-40bb-a627-73f9203ff97a', '01ef1f40-1966-494b-9df1-a6e42c3e9ad5', 'c9ef3039-a046-4206-9664-38726a1f46ac', '5e2c8785-50dc-4dc2-bf47-4f83b9ecffc1']"
322583949-080-1,PRINTED MINI DRESS,Dress with round collar and V-neck front. Long sleeves with elasticized cuffs. Front pin tuck detail and ruffled hem. Front button closure.,49.9,dresses,WOMAN,"['b006f666-e0a2-4453-9448-2ae9f1abe38d', '2bd60794-64d3-425b-ab0e-e2edf69bc0fa', 'f9956db0-3201-4557-89e3-ac7b0e8f7382', '8488321e-2873-4576-9604-bf9875828021', '4ecf14dc-bc67-436e-a6d0-2372b89f9fe2', '0c0770ea-9667-40f6-9515-0267ed0e5596']"
337328701-529-2,ASYMMETRICAL DRESS WITH RUCHING,Fitted midi dress with asymmetric neckline with ruching detail.,35.9,dresses,WOMAN,"['98427b90-5fed-4205-af1b-65e88ba5c7df', '0a0dac9d-73f9-4d39-b45c-97e4ebb73771', '11843e22-c6de-4454-a815-3254ca239657', '707321ed-3774-4fd6-9f05-2ad37402e756', 'c2c37319-06cb-44bb-8438-73d15176e22d', '0d78c5f7-26b2-457d-b7de-eba2f3f8c9cc', '96b2c972-baa7-4854-ae7c-f268e77ce408', 'a56df44d-cf3d-4e1a-a3e4-90afa5d7ade0']"
321148313-800-2,SHORT STRETCH KNIT DRESS,Short fitted dress made of knit fabric with high collar and short sleeves.,35.9,dresses,WOMAN,"['7a72f675-3a97-4933-847b-3478c15e63ca', 'e1f4bfd9-5eb8-4017-a0c8-dcff80044ba5', 'a838903d-9ecb-4d28-a31f-7207daa883d1', '95b70b9a-3584-4ff4-a9aa-d0d64141e8fd', '522f3dc2-ba92-4f61-ab38-3cd19e4bfcab', '247a6561-b7bb-4b53-873d-9a525f90e506', 'e807737a-aead-4133-8569-5b0a5b80cf56']"
321353763-400-1,SATIN EFFECT SLIP DRESS WITH BACK STRAPS,V-neck midi dress with thin straps at collar and back. Open back. Side hidden in-seam zip closure.,49.9,dresses,WOMAN,"['eec590a3-1dad-4021-bec1-f860fff485ab', 'c9b82e58-e421-4ca7-be74-6c324f6abb64', '66f52d5b-fd5e-4ae3-b36b-fd605328e499', '00828c05-37a0-4664-a2cf-c0d1e646ea09', 'bb1e3d0b-3597-4fcd-8933-c5f1aa2d8cc9', 'bd8cdc6a-6648-4b6f-bcf2-fde73e12df11', '545ae075-a784-4691-ac0e-452623a0c48c', 'c2f34383-a696-40da-a5de-0b5d4f967c52', '2f344900-2e45-400a-957e-1072af3632b7']"
330353144-307-1,RUCHED WAIST SATIN EFFECT MIDI DRESS,Round neck short sleeve dress. Fitted waist with front ruching. Back opening with button closure.,69.9,dresses,WOMAN,"['e0174f44-0b0e-4a65-ab6f-a994bfebd28b', 'a23e4e19-363f-4217-9125-5ef5db7387ce', '2da3de6f-0154-439f-aa8f-26197ae85a4b', '1cbcb3bb-74f5-474a-b0da-6d38f9c8b56f', '0661e374-fb30-4662-b831-e96ec44a1196', '689cd263-e4dd-4632-aafb-e10381e2d192', 'cbd3495b-a075-4e66-b6c7-c66ff5deea20', '944af65d-3084-4ddd-90e7-c44ff2529cda', '3ee129dd-4fb4-4beb-8acb-dde1a2eb7919', 'b0aa0944-f62f-4b7a-b102-7705f9bda951']"
315354695-800-1,SHIRTDRESS ZW COLLECTION,"ZARA WOMAN COLLECTION

Midi dress with round collar and V-neckline with short sleeves. Crossover fabric with pleats and button. Front button closure.",69.9,dresses,WOMAN,"['ebfb80c3-2cac-4b19-8f55-182f07da2c0a', '6314da08-cfd1-460f-b5c2-5a35f434e10d', 'd449aea5-f60c-4084-a498-e7f1921c8446', '0c25706a-7d7a-4373-9fc9-6dd3c6f3d878', 'aec88dd8-d967-421a-be75-9ea1a62143b4', '7eced184-fa90-445b-a990-a5cfba4ab876', 'd47baaef-4c66-49d8-9819-31fbefa6500b', '11ef2fa4-eca6-4405-9279-6db9338300c4', '42744184-1b88-41ba-bdd0-dffe680ed5e7', 'a66a1ee3-0769-477b-b7b6-3729a2d75a1a']"
320060905-250-1,SATIN EFFECT MINI DRESS,Sleeveless V-neck mini dress. Tied opening at chest. Side hidden in-seam zip closure.,45.9,dresses,WOMAN,"['d03f8d6e-100b-49dd-9ce4-43d8250884d0', '6136bd3d-4a14-4b27-ab9b-c9e34e71871a', 'b535c7c0-aa0a-4575-8ba9-38eae8add5e8', 'a963a0a3-eae2-41b8-bb85-2b341227f968', 'fb4ff8f1-ee7a-4a7f-82ee-77bcc4894311', 'd689a4ca-f293-468b-9bc9-8b05c019e5f6', 'e3db7484-a716-4cc7-9b4d-f13333590599', 'c4094bd8-0cf0-42de-a0ea-d4c3a0ecd6e0']"
320026828-800-1,CREPE MIDI DRESS,V-neck dress with double spaghetti straps. Front slit at hem.,49.9,dresses,WOMAN,"['7a9b4646-8647-48f0-9415-36e8b1115675', '62ece566-72cf-41cb-832f-5280c696f07d', '8cc7e7db-632b-4251-a4f3-82e07513d9ea', '9a0732f9-b9da-449b-ad85-65e69457f638', '4195e434-3668-4e0e-8af0-4d3f3884e606', '7e01b245-818f-4d3e-9214-2e1626d6d043', '405bf046-49f4-4d86-8f5b-1068ffc76fc3', 'd9b02ec8-e31e-4f12-9319-fcbda9820134', 'c02398a9-39ce-4e0e-856b-175b834153b0', 'bdc0e56f-0ab9-429c-8ebe-c2c3fb0c4392']"
327778431-120-1,RUFFLED PRINTED TULLE MINI DRESS,Mini dress with round neckline with straps and ruffle detail. Ruched fabric. Matching interior lining. Back hidden in-seam zip closure.,49.9,dresses,WOMAN,"['74bc4a29-275c-442b-ab23-e7b34e3bc19d', 'e62147fe-eb22-4fd0-b49a-d3e8c3e2287e', '21f5121d-c4a0-480e-941e-12c0f907c90d', '35e69bc9-fc15-4d0a-95c1-44fd9c630044', '5a744588-bd54-4907-b9d6-45bf21a8b19c', '9942f5fe-6189-4382-9bf0-26cac26b161a', '4c7b42ba-c2be-4eb9-a02f-a8ae77f6c1a5', 'c90c644b-8ce2-4fa7-ba63-e91d668b9dff']"
320579161-064-1,COMBINATION LACE DRESS,Long halter dress with thin straps that cross in back. Combination of fabrics with contrast lace appliqué. Asymmetric hem with front vent.,159.0,dresses,WOMAN,"['f5125168-ce41-498d-8984-977297989ee9', '274aec25-9312-4967-83f8-14d6c5c14206', '223ecf95-4674-48b6-b733-9e052cc0c27d', 'ada45dc9-4f47-45b7-8408-04f482962de7', '7dc5ad44-e323-4b43-a43a-a77e03bf10ee', 'c7bc1dca-a3db-460c-a8a1-66d8c84aa23d', '6db2d793-bfd6-48d3-a299-4c83baf96d04', '73c707e6-3ce8-4bf8-9154-76afeee84b57']"
322847880-743-1,DOUBLE BELTED FITTED DRESS,Sleeveless fitted dress with round neckline. Contrast double belt with metal buckle. Interior lining. Back hidden in-seam zip closure.,49.9,dresses,WOMAN,"['b6e7a188-549a-4b2f-8abe-51db2a79c217', '81283e10-163a-425d-bb22-c818b45e2d62', '92fd0ff2-c769-4378-b9be-3874998e21d8', 'e7269b6e-f256-43da-84c4-a9f92f7dce69', '6af60a2a-e637-443b-bfae-cfcb485babf6', 'fff5c87d-4381-4be3-b802-3dc353990c26']"
335391046-330-1,FLORAL PRINT SATIN EFFECT DRESS,Sleeveless twisted midi dress with round neck. Tailored waist with side gathers.,69.9,dresses,WOMAN,"['7f607fd7-5817-497c-8e76-85876197aab9', '998721a1-5445-4e2a-b636-fc77894e916b', '3a740a0c-5564-460b-91ef-3a95eb561663', 'c9267962-803e-45bc-9032-7cd5ebdec6f9', '807178b6-0559-4710-a05e-6c6ccde601a4', 'c1aeb8db-3202-4001-b086-235323a4cf9d', '7997d926-5e69-478e-a7bf-b2d4cdc8c158']"
326836249-800-1,SURPLICE SLIP DRESS,Long dress with wrap V-neckline and spaghetti straps. Ruched fabric.,139.0,dresses,WOMAN,"['ce149ed2-2f7c-47c2-a8a6-d2969c30d109', 'eec74172-1598-4de3-8f0d-8fbb8ff60540', '49066cb2-6606-41f3-9486-4280f68232ac', 'bf01f7b9-c8b6-4df3-9a51-3ea892b6e26c', 'f6edda15-1468-40f9-9442-9cc96328073a', 'bdb0c62a-23de-49cd-8356-1c85bdbc6407', 'def0cd6e-05f2-4522-be8d-419effbcac5c', 'd893e8c5-1a0d-4869-a43c-ba16cd106dd8', '087b8d02-b660-4975-b151-c0d199e3134c']"
332777113-706-2,RUCHED TEXTURED DRESS,Mini dress made of textured fabric. Round neck and very short sleeves. Ruching detail at side.,35.9,dresses,WOMAN,"['36dd0b06-7cd1-45a7-b508-d03d147ce497', 'ffc7d4f1-89d6-4e49-b735-dd7dbd4b2b9e', 'd714b8e3-329e-4161-982a-d9ca59bd678f', 'a0362f16-0cee-4953-8db1-0bdb42ade3c1', '36100bb6-dfd3-4d4e-a6b5-ca8d4890504b', 'd9e4fefc-2a1e-4d48-83cf-ac5a9d39e4d5', '0b3f1cda-7a48-4270-982e-9a7841ef6f44', 'ac93c6aa-5895-4bbc-a6d9-815b8b10637d']"
337103035-250-1,SQUARED NECK MINI DRESS,Sleeveless short dress with squared neckline. Tonal interior lining. Back hidden in-seam zip closure.,45.9,dresses,WOMAN,"['4c8f70d7-610b-4cc6-863d-a79ca6af4333', '50f38b61-d5f8-411c-8489-d605f39ad5fb', 'd4968e43-c4a5-48d2-978d-a550891f90bf', '95b57e73-c914-4f00-b25e-3eafdf1f9633', '9b0ac9a1-063b-4636-a6a8-05e0316dc2b4', '44f75942-352e-48b6-bc0c-e989b09981be']"
322583945-800-1,TAILORED WAIST MIDI DRESS,Round neck sleeveless dress with shoulder pads. Tailored waist with side gathers. Back hidden in-seam zip closure.,49.9,dresses,WOMAN,"['f77136bd-d221-448c-97bd-d540a6fc7483', 'cb3d750b-1ef4-47b1-830d-f67a2baae55b', '1b7538f4-a717-4e8b-adda-80c638e3c30b', '8d637b47-1fa2-423b-9407-b6731246434b', '9393e182-294f-4850-a835-98bd37fa35ef', '9b6d9460-99e7-498b-a4ca-e70838d0a679', '283c1020-756f-4bac-b31b-e44b182a9eeb', 'ba55bb48-ac01-4f02-b901-056b0d0b585b', '6af4a374-98c4-4a73-aadc-842e13ab3b7f', 'ceb852d5-804b-4024-b157-e5d85ab59f7b']"
323631993-070-1,PRINTED SATIN EFFECT BELTED DRESS,Dress with lapel collar and long sleeves. Belt and pleated skirt detail. Front button closure.,79.9,dresses,WOMAN,"['5634cc0b-af47-40f9-b8f0-10d758515c48', '47d00718-3315-4849-9499-96db63ca92b4', 'a4b1480a-6ef1-42c5-8eaf-de67aab4eb5f', 'fc7b6815-ca84-4890-a6c2-bad661a03c07', '4b685fbf-24d1-4824-9a96-31ffeaa76220', '0e035edb-0cdd-4cf6-8e7a-da0d973aa583', '2583fd85-5928-42af-aa26-26df0569982d', 'e07ce756-bcf1-4381-8d92-9fc86b3db941', 'aa363bbe-4bfc-4a38-87bb-e7636800081b']"
336982671-630-2,TAILORED SQUARE NECK DRESS,Fitted mini dress with squared neckline and short sleeves.,35.9,dresses,WOMAN,"['2d312234-821b-4e95-b58e-a12bd833426d', '9a475217-2e77-45f9-85ef-4fbcd4c9be04', '3e74c9f9-93da-4d9a-9aaf-494ce3f31263', 'c4bf304a-0bbb-421b-9393-82a9262656ac', '9c85ebeb-3377-4169-a93e-457d7103a2ab', 'f2112986-9a72-4293-a7fc-6fbca4113e25', '6d89d4c1-0a75-4819-ae75-045435c1428c', '4281b8c6-21ad-4617-83fa-6cc37caa8e5c', '6449bc7c-12de-4674-a904-eb6eb505a7f4']"
322451462-712-1,Mini dress with round neck and long sleeves. Fitted waist with side ruching.,Mini dress with round neck and long sleeves. Fitted waist with side ruching.,49.9,dresses,WOMAN,"['679691b3-14f2-4c10-8104-859efcee943f', '65988514-9e58-43f4-b290-7be9296cdf9a', '582d9af2-6978-496e-9729-31ec0ce26d3f', '6713da6e-3956-491d-aee5-c65ae86b3ae6', '60cd1330-9914-4f70-a0d2-c42cb490c3c0', 'b7203a5b-15cf-47d1-b780-6b4cd1aa39da', 'a03d0af8-275b-497d-908c-2d07d9066cdb', '69e1a97b-5ddd-434e-b2a0-95d9300b4e7b']"
324058585-704-1,FITTED HIGH NECK DRESS,Fitted halter midi dress with round neckline. Open back. Tonal interior lining. Back slit detail and hidden in-seam zip closure.,49.9,dresses,WOMAN,"['e5e71c51-0af4-4e5b-b217-34a556b29276', 'b16e62c0-dab0-4e84-b0aa-ab6af3e01c3d', '5af7d7ed-a317-49a8-8498-70a01170f9d8', '4d809dff-eeb8-43df-89b7-ffcdc6046a7f', 'b6554954-694a-48d9-89be-fe88eb74c593', '7cc2fbab-83f4-42d0-be8c-474f9d7701f7', '3d05f716-287e-46db-918f-3dc689b32c7d', 'e51ddaf6-a376-4e0e-89af-1090487eb94e', 'f706e09c-846e-4748-9f97-1cb7e0deb3db']"
335349757-802-1,TAILORED MINI DRESS,Short dress with round neckline and straps. Matching interior lining. Back hidden in-seam zip closure.,49.9,dresses,WOMAN,"['70c4ae8e-6ff5-4651-a357-00698e477ff4', '118766b7-cdb0-4719-ab5c-cc62f7e7f16e', '61dc896d-43f9-4131-96d2-e528d02c3898', 'd1bb6c9a-7da7-46a4-823f-c1d8b896bca8', '4510b9c7-5a3c-4e0d-a773-91e5e76eca2d', 'd05339c8-3720-454f-acb6-62e840b4a6c0', '0abe33b6-a619-4ee3-aaaa-8a0c7c965bd2', 'b068f7b5-af2f-41fb-a549-356265a626fc']"
331545404-504-1,ZW COLLECTION SHOULDER PAD DRESS,"ZARA WOMAN COLLECTION

Long dress made of viscose blend fabric. Sleeveless with shoulder pads and high round neck. Slit at hem. Back hidden in-seam zip closure.",89.9,dresses,WOMAN,"['d7854c4b-2d91-43bc-b39a-c5c936915e09', '6419ea05-6558-4360-b14b-42e6320d355b', '1ac62125-f031-4201-88bb-5607a9e9bfed', 'db1bdeb9-43dc-4591-90ba-076d79573970', 'b4f7b196-4d53-45cc-95f8-b17b95edc609', '7bdac604-fd59-4a67-b77c-5e98a409eea4', '4baf6db2-c6c1-423d-83ed-0f20296be33d', '077c07e9-220a-4e4b-9822-cf2691cdb8d5', '429abc4d-9c56-4acc-8227-7bc822f5f22f', 'ccc57f5f-138b-41b7-b513-ffa40490bc88', '27431c90-64c0-4ce6-aba8-265c3cae446f', '126692a5-0801-4b4b-96ad-4b2ca8815d61']"
320581259-676-1,LACE SLIP DRESS,Straight neck mini dress with adjustable spaghetti straps. Contrast lace trim.,69.9,dresses,WOMAN,"['c612e0b3-b47e-4f87-b310-3a87960c483f', '004908ad-4a03-4a2b-9167-3696ca9ab89e', '3465ef5e-0084-40e4-a01c-a6f9f3adee6d', '100a58d9-d557-4e14-8e05-3c9a4395220d', '3be6c4eb-4f50-4c87-803a-66d621b18e09', 'cbcb374a-54a4-4f5e-b951-4d1ed857a3a1', '03253497-3c53-4f7c-834c-546f9d2c0061', '9e4cfba6-8b2e-4992-9ba7-d94261613b3d', 'e3bb8699-b07b-42ea-bc17-1b18b87757d5']"
328558738-620-1,FLORAL SATIN EFFECT SLIP DRESS,V-neck midi dress with raised flower detail. Elastic spaghetti straps. Back cut out detail.,49.9,dresses,WOMAN,"['ad876acd-52d3-4b77-85e2-64da68768c7b', 'cb94859f-ce68-4722-968a-4d6af0bb6abb', 'd2ecbb82-ee3b-4ef3-bfd9-3059ef47ddfe', 'b6a96f8b-de45-4f9a-96f3-af3f3b8eb903', '4e2a1481-2d1d-44f2-b81b-9dbfb16819ad']"
317330959-600-1,DRAPED LEATHER DRESS LIMITED EDITION,Short dress made of 100% leather. Boat neck and short sleeves. Draped front detail. Flounced hem. Side hidden in-seam zip closure.,349.0,dresses,WOMAN,"['551df81d-d5e4-4d91-9695-1c7ed5a90b27', '1e5d1549-d3dc-4330-89dd-af5a0fe031e7', '4b527f2c-8672-417c-a814-5a11409fe71f', '814912a2-ccbc-4994-a153-535cbd7014e7', 'c76497dd-19f8-42a1-a5c8-a2c6348afad6', '884a99eb-0372-4b3a-9d6d-121fcf15e7ae', '2e6d729b-877d-4ad9-be79-3a7092416825', 'ebad7f3e-c854-41f1-985b-5001d18c3402']"
